[ 2017-06-20T09:03:33+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-06-20T09:03:33+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-06-20T09:03:41+08:00 ] 127.0.0.1 /Public/doLogin.html
[ 2017-06-20T09:03:41+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.006394s ]
[ 2017-06-20T09:03:41+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `user` WHERE username='qjx' LIMIT 1   [ RunTime:0.006045s ]
[ 2017-06-20T09:03:41+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.005591s ]
[ 2017-06-20T09:03:41+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.006027s ]
[ 2017-06-20T09:03:41+08:00 ] /Public/doLogin.html | SQL: UPDATE `user` SET `lasttime`='2017-06-20 09:03:41',`lastip`='127.0.0.1' WHERE username='qjx' [ RunTime:0.005488s ]
[ 2017-06-20T09:03:41+08:00 ] /Public/doLogin.html | SQL: UPDATE `user` SET `logincount`=logincount+1,`lasttime`='2017-06-20 09:03:41',`lastip`='127.0.0.1' WHERE username='qjx' [ RunTime:0.005963s ]
[ 2017-06-20T09:03:41+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user_token` [ RunTime:0.005954s ]
[ 2017-06-20T09:03:41+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `user_token` WHERE userid=qjx LIMIT 1   [ RunTime:0.005697s ]
[ 2017-06-20T09:03:41+08:00 ] /Public/doLogin.html | SQL: INSERT INTO `user_token` (`token`,`username`,`logintime`,`userid`) VALUES ('0a9ce5f36046d86d12f66eb09032871d','qjx','2017-06-20 09:03:41','1') [ RunTime:0.005182s ]
[ 2017-06-20T09:03:41+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.006062s ]
[ 2017-06-20T09:03:41+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user_operate` [ RunTime:0.006910s ]
[ 2017-06-20T09:03:41+08:00 ] /Public/doLogin.html | SQL: INSERT INTO `user_operate` (`status`,`userid`,`remark`,`type`,`ip`,`timeadd`) VALUES (1,'1','用户登录',1,'127.0.0.1','2017-06-20 09:03:41') [ RunTime:0.008389s ]

[ 2017-06-20T09:03:41+08:00 ]  127.0.0.1 /undefined | ERR: (ThinkException) 无法加载模块undefined
[ 2017-06-20T09:03:41+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-06-20T09:03:49+08:00 ] 127.0.0.1 /
[ 2017-06-20T09:03:49+08:00 ] / | SQL: SHOW COLUMNS FROM `auth` [ RunTime:0.007170s ]
[ 2017-06-20T09:03:49+08:00 ] / | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.006927s ]
[ 2017-06-20T09:03:49+08:00 ] / | SQL: SELECT ar.*,u.username as addname FROM auth_rule ar LEFT JOIN user u on u.id=ar.adduser WHERE ar.status=1 and ar.pid != 0 ORDER BY ar.sort asc,ar.timeadd  [ RunTime:0.008835s ]
[ 2017-06-20T09:03:49+08:00 ] / | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.007508s ]
[ 2017-06-20T09:03:49+08:00 ] / | SQL: SELECT `typeid` FROM `user` WHERE id=1 LIMIT 1   [ RunTime:0.006248s ]

[ 2017-06-20T09:03:50+08:00 ] 127.0.0.1 /Public/getJsMenu.html
[ 2017-06-20T09:03:49+08:00 ] /Public/getJsMenu.html | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.006903s ]
[ 2017-06-20T09:03:49+08:00 ] /Public/getJsMenu.html | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.005397s ]
[ 2017-06-20T09:03:49+08:00 ] /Public/getJsMenu.html | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.006834s ]
[ 2017-06-20T09:03:49+08:00 ] /Public/getJsMenu.html | SQL: SELECT `groupid` FROM `user` WHERE id='1' LIMIT 1   [ RunTime:0.006437s ]
[ 2017-06-20T09:03:49+08:00 ] /Public/getJsMenu.html | SQL: SELECT `groupid` FROM `user` WHERE id='1' LIMIT 1   [ RunTime:0.005622s ]
[ 2017-06-20T09:03:50+08:00 ] /Public/getJsMenu.html | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.005708s ]
[ 2017-06-20T09:03:50+08:00 ] /Public/getJsMenu.html | SQL: SELECT ar.*,u.username as addname FROM auth_rule ar LEFT JOIN user u on u.id=ar.adduser WHERE ar.status=1 and ar.pid != 0 and ar.groupid='1' ORDER BY ar.sort asc,ar.timeadd  [ RunTime:0.007751s ]
[ 2017-06-20T09:03:50+08:00 ] /Public/getJsMenu.html | SQL: SELECT `typeid` FROM `user` WHERE id=1 LIMIT 1   [ RunTime:0.006436s ]
[ 2017-06-20T09:03:50+08:00 ] /Public/getJsMenu.html | SQL: SELECT * FROM `auth_rule` WHERE pid=0 and status=1 and groupid='1' ORDER BY sort desc,timeadd asc  [ RunTime:0.007117s ]

[ 2017-06-20T09:03:50+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-06-20T09:03:50+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-06-20T09:03:50+08:00 ] 127.0.0.1 /Index/system.html
[ 2017-06-20T09:03:50+08:00 ] /Index/system.html | SQL: SHOW COLUMNS FROM `auth` [ RunTime:0.006960s ]
[ 2017-06-20T09:03:50+08:00 ] /Index/system.html | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.005403s ]
[ 2017-06-20T09:03:50+08:00 ] /Index/system.html | SQL: SELECT ar.*,u.username as addname FROM auth_rule ar LEFT JOIN user u on u.id=ar.adduser WHERE ar.status=1 and ar.pid != 0 ORDER BY ar.sort asc,ar.timeadd  [ RunTime:0.010337s ]
[ 2017-06-20T09:03:50+08:00 ] /Index/system.html | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.007962s ]
[ 2017-06-20T09:03:50+08:00 ] /Index/system.html | SQL: SELECT `typeid` FROM `user` WHERE id=1 LIMIT 1   [ RunTime:0.005860s ]
[ 2017-06-20T09:03:50+08:00 ] /Index/system.html | SQL: SHOW COLUMNS FROM `member` [ RunTime:0.007411s ]
[ 2017-06-20T09:03:50+08:00 ] /Index/system.html | SQL: SELECT COUNT(*) AS tp_count FROM `member` WHERE (  (`timeadd` BETWEEN '2017-06-20' AND '2017-06-20 23:59:59' ) ) LIMIT 1   [ RunTime:0.006075s ]
[ 2017-06-20T09:03:50+08:00 ] /Index/system.html | SQL: SELECT COUNT(*) AS tp_count FROM `member` LIMIT 1   [ RunTime:0.005830s ]

[ 2017-06-20T09:03:54+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-06-20T09:03:54+08:00 ] 127.0.0.1 /BusinessCompany/allCompanyList.html
[ 2017-06-20T09:03:54+08:00 ] /BusinessCompany/allCompanyList.html | SQL: SHOW COLUMNS FROM `auth` [ RunTime:0.005987s ]
[ 2017-06-20T09:03:54+08:00 ] /BusinessCompany/allCompanyList.html | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.005883s ]
[ 2017-06-20T09:03:54+08:00 ] /BusinessCompany/allCompanyList.html | SQL: SELECT ar.*,u.username as addname FROM auth_rule ar LEFT JOIN user u on u.id=ar.adduser WHERE ar.status=1 and ar.pid != 0 ORDER BY ar.sort asc,ar.timeadd  [ RunTime:0.007562s ]
[ 2017-06-20T09:03:54+08:00 ] /BusinessCompany/allCompanyList.html | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.006976s ]
[ 2017-06-20T09:03:54+08:00 ] /BusinessCompany/allCompanyList.html | SQL: SELECT `typeid` FROM `user` WHERE id=1 LIMIT 1   [ RunTime:0.005214s ]
[ 2017-06-20T09:03:54+08:00 ] /BusinessCompany/allCompanyList.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.006519s ]
[ 2017-06-20T09:03:54+08:00 ] /BusinessCompany/allCompanyList.html | SQL: SHOW COLUMNS FROM `business_company` [ RunTime:0.006778s ]
[ 2017-06-20T09:03:54+08:00 ] /BusinessCompany/allCompanyList.html | SQL: SHOW COLUMNS FROM `business_company` [ RunTime:0.006509s ]
[ 2017-06-20T09:03:54+08:00 ] /BusinessCompany/allCompanyList.html | SQL: SHOW COLUMNS FROM `channel_company` [ RunTime:0.006833s ]
[ 2017-06-20T09:03:54+08:00 ] /BusinessCompany/allCompanyList.html | SQL: SELECT COUNT(*) AS tp_count FROM business_company as b,channel_company as c,business_channel as bc WHERE ( b.id = bc.business_company_id and bc.channel_company_id = c.id  ) LIMIT 1   [ RunTime:0.005990s ]
[ 2017-06-20T09:03:54+08:00 ] /BusinessCompany/allCompanyList.html | SQL: SELECT b.*,c.companyname as channel_companyname,c.id as channel_company_id,c.channel_level,concat('http://static.newjieba.com/Upload/businessCompany/company/',b.id,'/',b.legal_certinumber_pic) as legal_certinumber_path,concat('http://static.newjieba.com/Upload/businessCompany/company/',b.id,'/',b.license_number_pic) as license_number_path,concat('http://static.newjieba.com/Upload/businessCompany/company/',b.id,'/',b.agreement1_pic) as agreement1_path,concat('http://static.newjieba.com/Upload/businessCompany/company/',b.id,'/',b.agreement2_pic) as agreement2_path FROM business_company as b,channel_company as c,business_channel as bc WHERE ( b.id = bc.business_company_id and bc.channel_company_id = c.id  ) LIMIT 0,12   [ RunTime:0.007727s ]

[ 2017-06-20T09:03:56+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-06-20T09:03:56+08:00 ] 127.0.0.1 /BusinessCompany/businessPreDeposit.html
[ 2017-06-20T09:03:56+08:00 ] /BusinessCompany/businessPreDeposit.html | SQL: SHOW COLUMNS FROM `auth` [ RunTime:0.006882s ]
[ 2017-06-20T09:03:56+08:00 ] /BusinessCompany/businessPreDeposit.html | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.006182s ]
[ 2017-06-20T09:03:56+08:00 ] /BusinessCompany/businessPreDeposit.html | SQL: SELECT ar.*,u.username as addname FROM auth_rule ar LEFT JOIN user u on u.id=ar.adduser WHERE ar.status=1 and ar.pid != 0 ORDER BY ar.sort asc,ar.timeadd  [ RunTime:0.007598s ]
[ 2017-06-20T09:03:56+08:00 ] /BusinessCompany/businessPreDeposit.html | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.009921s ]
[ 2017-06-20T09:03:56+08:00 ] /BusinessCompany/businessPreDeposit.html | SQL: SELECT `typeid` FROM `user` WHERE id=1 LIMIT 1   [ RunTime:0.006357s ]
[ 2017-06-20T09:03:56+08:00 ] /BusinessCompany/businessPreDeposit.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.006521s ]
[ 2017-06-20T09:03:56+08:00 ] /BusinessCompany/businessPreDeposit.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.010314s ]
[ 2017-06-20T09:03:56+08:00 ] /BusinessCompany/businessPreDeposit.html | SQL: SHOW COLUMNS FROM `business_predeposit` [ RunTime:0.006791s ]
[ 2017-06-20T09:03:56+08:00 ] /BusinessCompany/businessPreDeposit.html | SQL: SELECT COUNT(*) AS tp_count FROM channel_company cha,business_channel bc,business_company bus WHERE ( bus.id=bc.business_company_id  and bc.channel_company_id=cha.id  ) LIMIT 1   [ RunTime:0.006313s ]
[ 2017-06-20T09:03:56+08:00 ] /BusinessCompany/businessPreDeposit.html | SQL: SELECT bus.companyname as business_companyname,bus.business_number,bus.id as business_company_id,cha.companyname as channel_companyname FROM channel_company cha,business_channel bc,business_company bus WHERE ( bus.id=bc.business_company_id  and bc.channel_company_id=cha.id  ) LIMIT 0,5   [ RunTime:0.006432s ]
[ 2017-06-20T09:03:56+08:00 ] /BusinessCompany/businessPreDeposit.html | SQL: SHOW COLUMNS FROM `business_costout` [ RunTime:0.007051s ]
