[ 2017-07-04T14:10:17+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块Favicon.ico
[ 2017-07-04T14:10:18+08:00 ] 127.0.0.1 /Index/historyMessage
[ 2017-07-04T14:10:18+08:00 ] /Index/historyMessage | INFO: Tag[ route_check ] --START--
[ 2017-07-04T14:10:18+08:00 ] /Index/historyMessage | INFO: Run CheckRoute Behavior [ RunTime:0.000465s ]
[ 2017-07-04T14:10:18+08:00 ] /Index/historyMessage | INFO: Tag[ route_check ] --END-- [ RunTime:0.000518s ]
[ 2017-07-04T14:10:18+08:00 ] /Index/historyMessage | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-07-04T14:10:18+08:00 ] /Index/historyMessage | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead common.php 第 66 行.
[ 2017-07-04T14:10:18+08:00 ] /Index/historyMessage | INFO: Tag[ app_begin ] --START--
[ 2017-07-04T14:10:18+08:00 ] /Index/historyMessage | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000340s ]
[ 2017-07-04T14:10:18+08:00 ] /Index/historyMessage | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000363s ]
[ 2017-07-04T14:10:18+08:00 ] /Index/historyMessage | NOTIC: [8] Undefined variable: system CommonAction.class.php 第 131 行.
[ 2017-07-04T14:10:18+08:00 ] /Index/historyMessage | NOTIC: [2] Missing argument 5 for Action::ajaxReturn(), called in E:\project\newjieba1\www\Lib\Action\CommonAction.class.php on line 162 and defined Action.class.php 第 305 行.
[ 2017-07-04T14:10:18+08:00 ] /Index/historyMessage | NOTIC: [8] Undefined variable: pagestring Action.class.php 第 310 行.

[ 2017-07-04T14:10:32+08:00 ] 127.0.0.1 /Index/service_online
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | INFO: Tag[ route_check ] --START--
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | INFO: Run CheckRoute Behavior [ RunTime:0.000742s ]
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | INFO: Tag[ route_check ] --END-- [ RunTime:0.000903s ]
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead common.php 第 66 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | INFO: Tag[ app_begin ] --START--
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000685s ]
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000740s ]
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8] Undefined variable: system CommonAction.class.php 第 131 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | INFO: Tag[ view_template ] --START--
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | INFO: Run LocationTemplate Behavior [ RunTime:0.000618s ]
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | INFO: Tag[ view_template ] --END-- [ RunTime:0.000658s ]
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | INFO: Tag[ view_parse ] --START--
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-07-04T14:10:32+08:00 ] /Index/service_online | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
